Participant,Activity,Mean,Std,Skewness,Max,Min,Max-Min,Max PSD,Max Frequency,Frequency Centroid,Frequency Bandwidth,Frequency Skewness,Spectral Entropy
Participant 1,walking,11.58970650132475,2.599748851131359,0.22040597121395733,18.028063753259804,6.335369340527827,11.692694412731978,542.349251,0.01953125,0.041561540800902776,0.03817206449889926,4.227552762174025,-12849.386518580235
Participant 1,walking,11.874092625033448,2.6845187231085883,0.1423691843205214,18.088632432798786,6.449476932279082,11.639155500519703,533.153904,0.01953125,0.040497094384213506,0.03476475764560006,4.5066046302977005,-14336.266781420742
Participant 1,walking,11.58193759349721,2.5056968609738246,0.2716041322285694,17.091388854332465,6.763786900102634,10.32760195422983,556.418301,0.01953125,0.04034296123823696,0.038004288537019155,4.118624662931972,-11840.353960016339
Participant 1,walking,11.345001875292978,2.6206175837555477,0.02448776373722694,20.412642416894485,2.713846629785847,17.698795787108637,448.659017,0.01953125,0.04526020139592623,0.04563271226514865,3.7013422226470154,-9904.847566370472
Participant 1,walking,11.759538195339656,2.6158598413389225,0.24684546005097455,17.93193076860381,7.131734216163696,10.800196552440113,542.218837,0.01953125,0.04103634286280865,0.036392397294240535,4.168919537663937,-13071.964770095577
Participant 1,walking,11.885693214257158,2.4264436515420478,0.20327123337408662,17.018538872973206,7.308753228314663,9.709785644658544,516.56479,0.01953125,0.04264188202903558,0.03996397468056273,3.514264294737285,-10951.222276163122
Participant 1,walking,12.115846792306991,2.577055084067783,0.042978843637766696,18.016013721131543,6.602814878337875,11.413198842793669,541.998369,0.01953125,0.04158082532640229,0.03908419684878421,3.8793907851219136,-12304.313760962752
Participant 1,walking,11.440838027174786,2.390433653818928,-0.026128437535742448,17.21754272950992,4.71275814534334,12.504784584166579,401.850464,0.01953125,0.04085553469180836,0.038593469722894985,3.8261273161229368,-9070.946131100121
Participant 1,walking,11.587763687180567,2.3798333541644023,0.0690189580921888,17.461960620013432,5.582891779766199,11.879068840247232,495.843693,0.01953125,0.03868824923183225,0.03728655187015187,4.204332926170582,-10340.088127589604
Participant 1,standing,9.885042908067149,0.09116882816668384,-0.409482172037944,10.150182707715167,9.439132157359595,0.7110505503555729,0.21527743,0.109375,0.11131796790840089,0.09165955080461063,2.0620720243584483,10.343748730711303
Participant 1,standing,9.883578132546436,0.09042948306014476,-0.5270549430257511,10.21220674095467,9.399472956187491,0.812733784767179,0.16436303,0.046875,0.10249786850236826,0.08786822743037545,2.270870700929428,10.594243852495183
Participant 1,standing,9.883662144754437,0.08787373090642916,0.0971373213619684,10.252020771048018,9.588131515347504,0.6638892557005143,0.119829,0.0546875,0.11915787853737335,0.10076751018843524,1.7483741852802464,8.929860469423177
Participant 1,standing,9.885798106764778,0.10624324574112268,0.28551304253181903,10.390108941681024,9.552042102299383,0.8380668393816411,0.12253302,0.0546875,0.11508587254492711,0.08596323429482568,1.7943952797999538,14.027274770114461
Participant 1,standing,9.883947404739256,0.13715747169355594,0.2853503620889721,10.769313821985133,9.118930381355042,1.6503834406300903,0.41600659,0.046875,0.09067079709110121,0.07122669016546739,2.78844052865802,17.04419426038688
Participant 1,standing,9.884445870728449,0.1189362058651928,-0.30025168600430674,10.332904611482679,9.287253167239495,1.045651444243184,0.26599644,0.04296875,0.09841404997368665,0.08163023340239234,2.441198208879831,12.53782748879497
Participant 1,standing,9.881798931687765,0.11503150412161213,0.007963032391942014,10.44763086015198,9.371926604284734,1.0757042558672456,0.43366467,0.05078125,0.08276189990118313,0.07410790205098045,2.8247701897026896,10.553882054744923
Participant 1,standing,9.883801042774705,0.12073565442456773,1.125669535645973,11.16119315351186,9.110951719187245,2.050241434324615,0.12443405,0.04296875,0.10024015429485215,0.08944022814564859,2.25392591955958,9.62999866683543
Participant 1,standing,9.882580421634222,0.1013085009449232,0.13949777917007314,10.329148553970942,9.548872502950283,0.7802760510206586,0.16376911,0.0390625,0.09755794152627391,0.09308371931030608,2.2495340766768055,10.307793288878225
Participant 1,jogging,15.759057987905225,6.76535077858644,0.7187251854396791,28.96113291223256,5.737225874061435,23.223907038171127,3454.97914,0.05859375,0.08167357061447537,0.04642354241444622,3.6637906944537346,-124138.35722355782
Participant 1,jogging,16.12883397504625,6.322562521230478,0.6826183566034807,28.469217298865104,5.734799212038727,22.734418086826377,3656.81839,0.0546875,0.07569224203614348,0.04434926524365161,3.9831513174870254,-102990.13719114408
Participant 1,jogging,16.078856038166645,6.596856558348939,0.7157417362168795,28.47597996996767,6.038571007283097,22.437408962684575,4447.44737,0.0546875,0.0763517364024985,0.044151856663913476,4.0122396644919975,-117177.9029146221
Participant 1,jogging,15.925983724474312,6.499076337324223,0.7342737025579581,28.53980196865423,5.942806060279942,22.59699590837429,4192.98079,0.0546875,0.07803722045723747,0.04696809735255259,3.937106976957296,-116798.31350586565
Participant 1,jogging,16.15841119939723,6.649185583098619,0.6529601535194253,28.601412128774342,5.955433873363049,22.645978255411293,4488.11975,0.0546875,0.07752352948150763,0.047512642455489015,4.102400513642141,-119341.97454716307
Participant 1,jogging,16.820827987165323,6.316203278160415,0.6214692799810871,28.462644889222787,6.584961406872481,21.877683482350307,3925.04774,0.0546875,0.08014086001565117,0.0478549836732415,3.494524053162208,-105448.44160406986
Participant 1,jogging,16.51955620764017,6.4393009374095955,0.57154379039434,28.434343046569584,5.3722355806126005,23.062107465956984,3715.93681,0.0546875,0.07615824971412695,0.04634189035266588,3.4596881292815067,-103560.70647093563
Participant 1,jogging,16.75793528129711,6.4850512781132865,0.6222366284015447,28.683180314602495,6.734337355672049,21.948842958930445,4048.41098,0.0546875,0.08028716124175765,0.048693021643795006,3.64512442517178,-108647.0826710999
Participant 1,jogging,14.555173038501561,7.104960744349496,0.7723279854045515,28.744807213825595,2.5126792622459795,26.232127951579617,4306.10691,0.0546875,0.07417169988915956,0.04520943817766565,3.487627932657463,-132923.98286350293
Participant 1,sitting,9.89939431133304,0.060802545230872924,0.7188154373312362,10.472671751754659,9.382706201304611,1.0899655504500476,0.01452112,0.265625,0.22390273638486488,0.1358149889700353,0.2542597753197255,4.17779094100586
Participant 1,sitting,9.902259539304175,0.042850084704758,0.12327506719822878,10.035575015413915,9.78718881140034,0.2483862040135758,0.00959324,0.0625,0.224151242107434,0.14099797500541894,0.22133440277188174,3.6518286774988695
Participant 1,sitting,9.90354441494393,0.04060958127082959,-0.019614934514304985,10.052493293705796,9.754770676955967,0.29772261674982836,0.00842062,0.109375,0.23249320522022834,0.1394081530449972,0.1981185120197488,3.367758518694705
Participant 1,sitting,9.902484161369584,0.043145819452612075,0.05839050573437743,10.090647243363529,9.732214018403006,0.3584332249605229,0.00815825,0.1015625,0.23233281811662973,0.1437868020222059,0.18134715183340736,3.760963648581142
Participant 1,sitting,9.904798173046578,0.07323566982896271,2.539536822061908,11.013264048863988,9.346112763946302,1.6671512849176864,0.02748728,0.05859375,0.18384040492366646,0.13277897914112607,0.6322534123661077,7.045078672490369
Participant 1,sitting,9.915584120798336,0.07227570455814487,-0.186362724437209,10.508301667729185,9.475218983221444,1.0330826845077414,0.02521062,0.21875,0.2195921850534481,0.1255743151883792,0.39831048145999104,6.042379321288492
Participant 1,sitting,9.899837713976236,0.1098564138110295,-0.31140801294837583,10.658160875592,9.08810287133679,1.570058004255209,0.29368259,0.0546875,0.11489420473511677,0.10082990966428461,1.857931786891646,14.759106372439001
Participant 1,sitting,9.897163377734593,0.042998827988741585,-0.010351724702038946,10.079281653471144,9.74730785088888,0.3319738025822634,0.00720267,0.33203125,0.24778548996748448,0.14560313551450044,0.022564797288056212,3.6202328933676364
Participant 1,sitting,9.896114763326276,0.04293639866219859,-0.08789133383452562,10.0309159581765,9.769505153281818,0.26141080489468216,0.00967949,0.078125,0.21800404025135892,0.14568286567947375,0.30699103686818174,3.803687657511264
Participant 1,biking,10.069753999420923,1.880487255322118,0.9756180680939264,27.01190585649224,1.6258875844903915,25.38601827200185,21.58747434,0.328125,0.26241429788382853,0.11882745607515847,-0.4409852684335539,-2102.0607826605324
Participant 1,biking,10.106126573916118,2.1248343614798655,0.7173541656971684,19.22875828024264,3.581009770567514,15.647748509675127,35.44476049,0.296875,0.29714937291404026,0.12296658126775922,-0.3992442384592256,-4011.584047216486
Participant 1,biking,10.121409516669837,2.315545138438693,0.4538038335887666,18.812336050847062,1.6319785416787809,17.18035750916828,43.70619422,0.49609375,0.30736268796464167,0.13340066967649536,-0.3321902773151088,-5231.638172015158
Participant 1,biking,10.114159786148202,1.8781775669558147,0.2451019153367917,16.739087611037824,4.536929043527129,12.202158567510695,26.62333639,0.4921875,0.2952944503269312,0.13227707620899629,-0.29981531342913914,-3103.2678082103994
Participant 1,biking,10.218573449117319,2.322566372304212,0.7351832223285603,24.088905433829908,2.67119162053193,21.41771381329798,43.27539446,0.30078125,0.2655955071749065,0.12333299107927306,-0.44187738120402437,-5672.758518337532
Participant 1,biking,9.975679912223448,0.9061325983804525,1.2568692326224733,17.702373610338245,5.745242369335171,11.957131241003076,5.98802789,0.2890625,0.26513789886622213,0.12969688142354313,-0.5231833751622241,-234.42930249857227
Participant 1,biking,9.982816331264388,1.3218465462752134,2.6360388654679587,23.678765803985648,4.233280847628704,19.445484956356943,10.76312137,0.26171875,0.23480552976198293,0.13627376126058657,0.0346770721939085,-480.5610494009968
Participant 1,biking,10.02305454627515,1.7581199809431838,1.1497639174617267,21.479562763008005,4.122125833668836,17.35743692933917,47.10112778,0.34375,0.25925363006353097,0.1317469532681785,-0.35053992349181406,-2391.5784570139685
Participant 1,biking,10.184730126583073,2.0574054128914048,0.8612489474980831,22.27135804121518,4.460691334804506,17.810666706410675,34.716765,0.3203125,0.26943373628932804,0.12980873518125774,-0.44190467183854615,-4059.350556875131
Participant 1,upstairs,10.858300585776368,2.7792813130253773,0.2926937865345804,20.064565707026905,4.473433404992188,15.591132302034715,882.55022,0.03515625,0.039822645445785114,0.02673317945532869,7.760471271981704,-18095.398054626923
Participant 1,upstairs,10.703698808628335,2.8039762760859572,0.3078074966100748,20.30926651457408,2.7534230972554874,17.55584341731859,426.224892,0.03125,0.03638270614432759,0.02978835877463783,5.855275425811212,-14839.429761164785
Participant 1,upstairs,10.480954877935527,2.3334414670626717,0.22205684913854642,17.407884980663216,5.640044426465097,11.76784055419812,458.098066,0.03125,0.039385618465320946,0.0324326382432528,5.130980041065375,-9247.150531890788
Participant 1,upstairs,11.314270822481332,2.1779835476915856,-0.017037806941216004,17.221371889149832,6.213502142914253,11.00786974623558,382.256614,0.0390625,0.04089202192990442,0.029312751094187156,6.404898642066717,-8716.518101681126
Participant 1,upstairs,11.163096995900595,2.47331139588084,0.18790088742557945,18.24800854915407,5.758374481570298,12.48963406758377,453.051074,0.0390625,0.04035994289981432,0.03096484383468921,5.758396424845722,-10463.854628239593
Participant 1,upstairs,11.035719425285789,2.478132986808665,0.10260659860926873,17.315266341298365,5.367782735133754,11.94748360616461,474.718104,0.03515625,0.04041094259191601,0.03236777457631712,5.889881901161851,-9612.54074457377
Participant 1,upstairs,11.816695070975086,2.507216307295845,0.02060208860539523,17.621330779793563,5.960535444068762,11.660795335724801,540.344836,0.0390625,0.03906633017009437,0.02741387457185014,6.714516403199908,-12658.15672870041
Participant 1,upstairs,11.5066208301218,2.583403893482271,0.11840641585490645,17.820296376942807,5.86631123108892,11.953985145853887,688.67166,0.0390625,0.04057632775476172,0.028956769782780875,6.326896839226312,-13143.90487882031
Participant 1,upstairs,11.62192213272181,2.6170003489175038,0.0510583086249048,17.656725573559783,6.362305390037482,11.2944201835223,542.916134,0.0390625,0.04147079557885298,0.03172994775764589,5.967506998488263,-12703.56066325988
Participant 1,downstairs,10.991427002889592,5.3823978405705795,0.5719106826803813,26.246312864095785,2.5625068150738644,23.68380604902192,2117.96115,0.04296875,0.04973818646881256,0.03533215148714525,5.29545861741432,-65505.11971045063
Participant 1,downstairs,10.854113614140353,4.951089451667224,0.6791183844607613,26.687441567898563,2.780117117622925,23.907324450275638,1457.53641,0.04296875,0.0511883491919101,0.036237748515869805,5.065340423657184,-56385.55268181401
Participant 1,downstairs,11.211562018992735,5.268843087638133,0.6944336941479684,30.963744767065887,1.9614565910312673,29.002288176034618,2035.74621,0.046875,0.056362601883492784,0.04129483135503872,4.434243570495347,-59752.4035467994
Participant 1,downstairs,11.065048164797375,5.197102521541093,0.6021123419887784,24.611030997501913,2.8487799166836316,21.76225108081828,2111.48248,0.04296875,0.05445121227668561,0.041656739974867116,4.927071140986712,-63508.238779116524
Participant 1,downstairs,11.48438240216242,5.3033442089394285,0.6102215012300325,27.75217261765284,1.1956374598096196,26.556535157843218,1568.82097,0.046875,0.05749474946853955,0.04357749569418227,4.54831114855254,-61640.09138355652
Participant 1,downstairs,11.21045325646263,5.35738167582046,0.58639204752917,27.027026029513497,2.4245150189190414,24.602511010594455,1463.2022,0.04296875,0.05722750177770255,0.040324067056447886,4.460791510413572,-58015.87621132112
Participant 1,downstairs,11.66987543149548,5.083648566423556,0.593364184855498,27.95795285781847,2.7168849593606277,25.241067898457842,1437.81675,0.046875,0.05742960889801339,0.04458068797114972,4.237237636255599,-50179.00495429575
Participant 1,downstairs,11.849578065572299,5.13521438318876,0.5230639731465528,26.919997641158886,2.6068634683082275,24.31313417285066,1604.06953,0.046875,0.05373077689796807,0.03849925440983146,4.362199709141781,-54398.52025236723
Participant 1,downstairs,10.951993800698805,5.009986816033754,0.7900424835906354,30.284748158107572,1.1053440050047767,29.179404153102794,1730.49927,0.04296875,0.05441997040537489,0.03626180828006319,5.222971049973645,-60602.58139648718
