Participant,Activity,Mean,Std,Skewness,Max,Min,Max-Min,Max PSD,Max Frequency,Frequency Centroid,Frequency Bandwidth,Frequency Skewness,Spectral Entropy
Participant 1,walking,0.7788370018153131,0.9645466768140908,0.0549668802554328,1.3096385508085793,-0.9043117559879912,1.1994909038896944,0.3717696681109879,-0.486873122725062,-0.3688248007141363,-0.7119508746689629,0.1355963480210065,-0.8659215515540929
Participant 1,walking,0.8477170468684643,0.9158984738839092,-0.0199601510519738,1.0567807781840706,-0.6899656251978548,0.9551391294189856,0.340962652441762,-0.486873122725062,-0.3259173127032679,-0.735021017072339,-0.0099043656035725,-0.7732666995230264
Participant 1,walking,0.6733921062690211,0.8404823463199533,-0.0562029577525374,1.0634318241502263,-0.7474896773443844,0.9782245023300528,0.3378281260652253,-0.486873122725062,-0.4665957339157798,-0.905361406892434,0.1468570172493015,-0.6883897977302731
Participant 1,walking,0.674436887703959,0.800907394814852,-0.0385576373830805,0.833906657887287,-0.6012009598376505,0.7719203085144695,0.3413437674057009,-0.486873122725062,-0.4325509145283149,-0.75794320623333,0.1730015181931363,-0.4937691145609468
Participant 1,walking,0.8243286040253274,0.8564452670021533,-0.0911349037552592,0.7749559957019337,-0.5447138195957987,0.7128610685571156,0.4126772151177806,-0.486873122725062,-0.3466481173097576,-0.5901338605728412,0.0972150039436198,-0.6899047737631967
Participant 1,walking,0.6028309525814103,0.8058895128111793,-0.1607446160539581,0.8773836573718712,-0.694884950301662,0.8321797161803466,0.3676434667173882,-0.486873122725062,-0.3650225652492441,-0.645465139576146,0.0924952713800575,-0.636926060315357
Participant 1,walking,0.7443603977383145,0.836525640055934,-0.0111127230815723,0.9251291206105436,-0.7711666006230405,0.8898152788943392,0.3901241263204512,-0.486873122725062,-0.3873734908384479,-0.684631512925696,0.2220615943171372,-0.6968010844041631
Participant 1,walking,0.5711516125309871,0.6853114737795186,0.0186042625784497,0.8742283622386711,-0.551823930556481,0.7840593678852958,0.1654457445010955,-0.486873122725062,-0.4476481823061845,-0.7574660536339918,0.2133315151289523,-0.3623683271699782
Participant 1,walking,0.5816799871621554,0.7512540982332391,-0.131385576250354,0.8807983774704388,-0.6199268336395475,0.8104848420367143,0.3939240563517274,-0.486873122725062,-0.4116392099087531,-0.6955753363317205,0.1962124482634011,-0.5140648602648451
Participant 1,stand or sit,-0.5098050379096434,-1.3175288237574736,0.1046484765276823,-1.3604027674130226,1.562767425882552,-1.4461298058097116,-0.8390326149617573,0.8239391307654894,0.9168039639588176,1.1700758753252785,-0.8277726313026643,0.9035058130403548
Participant 1,stand or sit,-0.5145184140612674,-1.292712784175987,4.04762733884182,-1.1626197013701751,1.373588705525051,-1.2480913165738938,-0.8386467976337909,1.5178985590840164,0.14820742099934,-1.0953536391816665,0.78466872944668,0.9039457008899876
Participant 1,stand or sit,-0.5144628648563755,-1.3054401706159915,3.162978924970378,-1.241118756759746,1.473357182176565,-1.334616718708389,-0.8387360802504205,-0.486873122725062,-0.4722856359426277,-0.2634329812630812,0.1423461717040156,0.9038511334860668
Participant 1,stand or sit,-0.5177847079433453,-1.337634623837578,-1.2192709901995422,-1.4028016179997989,1.6371837680077193,-1.499454852114943,-0.8390439604123697,1.2865787496445074,1.8222521655356112,1.7574184273563895,-1.5659161816850191,0.9034604284535958
Participant 1,stand or sit,-0.4781915065002298,-1.2407836177875256,0.1909502581922068,-1.1749155543900889,1.2909718771443957,-1.2301029496404343,-0.8368606489654324,-0.2555533132855529,-0.8851919606172199,-1.0308005134107676,1.281128775040441,0.9039724631914025
